0,-46,-43,24.412311421526987,1
1,-46,-39,94.00429983618282,1
2,-45,-45,27.77241005974005,2
4,-45,-43,25.668611216556226,1
6,-44,-45,32.98522913127678,1
7,-44,-37,9.268275909919291,1
9,-43,-37,91.44842869013834,1
12,-42,-46,80.37498720839345,2
13,-42,-38,79.42037992904486,1
17,-41,-37,85.35648184233261,1
20,-39,-44,54.21818186146865,1
21,-39,-43,13.517363378356908,2
22,-39,-35,18.621210677516455,1
24,-38,-45,45.60857797929683,1
28,-36,-34,85.17279566785098,1
32,-34,-33,60.86983112374191,1
35,-33,-42,94.24435705933723,2
39,-31,-40,29.068936458515466,1
40,-31,-36,65.76264948771143,1
42,-30,-44,66.16832522735048,1
45,-30,-36,21.4991408535117,1
51,-28,-29,80.91296744958353,1
53,-26,-42,95.01708691002271,1
56,-26,-29,83.79549125298809,1
58,-25,-36,95.53670194720651,1
73,-20,-46,32.003765959858335,2
74,-20,-43,7.02613784934691,2
76,-18,-32,89.43643061403111,2
77,-16,-45,94.64146618369445,2
78,-16,-25,95.83626085291938,1
79,-16,-24,19.748832631930945,2
94,-10,-39,75.64741336462228,1
97,-6,-44,42.894877644589684,1
99,-5,-29,6.740774704286759,1
204,1,-43,21.493835976843457,1
207,3,-41,84.5621683645436,1
