0,-46,-43,47.29736991920405,3
1,-46,-39,91.1455250598079,3
2,-45,-45,94.41655170747308,3
4,-45,-43,12.968211916682057,4
6,-44,-45,98.24403906471049,3
7,-44,-37,88.12678612158473,3
9,-43,-37,69.19743858260709,1
12,-42,-46,51.93848014016062,1
13,-42,-38,84.95523076030085,2
17,-41,-37,89.19662008844745,2
61,-41,-23,82.61848796040005,3
62,-41,-16,56.260811627734434,4
19,-40,-25,52.40592477234664,3
63,-40,-18,4.012395933390554,3
20,-39,-44,66.89430332919885,4
21,-39,-43,87.82644983876607,2
22,-39,-35,80.86807438754596,4
23,-39,-26,30.11923788901591,2
64,-39,-18,93.66904047002718,3
24,-38,-45,29.084248057693255,1
80,-38,-3,21.918099664817365,1
28,-36,-34,93.85226422647482,2
29,-36,-30,63.06972173893002,3
66,-35,-17,25.764281235517632,1
32,-34,-33,47.553051968027184,2
35,-33,-42,8.658432059548394,1
68,-33,-17,60.88218987962813,3
39,-31,-40,78.96828440878043,2
40,-31,-36,2.589526249979097,3
41,-31,-27,64.39236068005711,1
42,-30,-44,32.592336816660385,2
45,-30,-36,80.96557831271909,1
69,-30,-22,93.4980569689215,2
81,-30,-6,86.04232553149396,1
51,-28,-29,36.47611870494727,3
53,-26,-42,33.393210274548494,4
56,-26,-29,96.54615206501076,2
70,-26,-14,6.542379162535948,1
58,-25,-36,22.915322795882567,1
83,-24,-12,21.91605437005469,4
71,-23,-15,30.561709794333147,4
84,-23,-5,55.8074873291338,3
73,-20,-46,64.30853558663289,3
74,-20,-43,47.92528660847997,3
72,-19,-22,61.279818321321265,2
76,-18,-32,76.24122940200482,2
77,-16,-45,96.76351402934725,3
78,-16,-25,92.62906686803039,4
79,-16,-24,73.51421673611163,1
88,-12,-9,32.0936873388107,2
89,-12,-8,97.48883998432711,3
94,-10,-39,61.8106322984136,3
90,-10,-7,99.46795795611798,2
96,-8,-23,95.78924979542629,2
91,-7,-8,44.363165421761465,4
92,-7,-1,32.23251703507291,3
97,-6,-44,57.273729963364794,1
98,-6,-22,41.51384911678718,1
99,-5,-29,96.88036799537359,1
93,-1,-5,21.933769079485312,1
101,0,-29,76.73900702563165,1
200,0,-12,33.83275299087687,2
