109,-44,1,40.747660753369345,1
115,-42,5,50.04997725079181,1
116,-42,7,64.5209676511027,1
61,-41,-23,94.13587592006932,2
62,-41,-16,45.445507683356375,1
19,-40,-25,54.597380591619945,2
63,-40,-18,24.110995542558644,2
123,-40,9,45.73286859593334,1
124,-40,10,60.87985936793683,1
23,-39,-26,61.49633847869127,1
64,-39,-18,73.38448929872746,1
80,-38,-3,59.774488038653764,1
29,-36,-30,58.69214099136402,2
66,-35,-17,34.29849189362317,1
68,-33,-17,77.88544245464131,2
41,-31,-27,31.475639842650995,1
69,-30,-22,73.02634893602156,1
81,-30,-6,78.52934400625608,1
70,-26,-14,96.00059832853233,2
152,-26,5,16.38802299475037,1
83,-24,-12,50.918907518182095,1
71,-23,-15,30.285813288090605,2
84,-23,-5,48.30974730853154,1
72,-19,-22,84.23491491725834,1
