178,-10,-10,95.64567397114905,1
184,-7,-11,28.76180043683275,1
213,3,-13,7.05258842028464,1
297,24,-11,16.550661298680115,1
257,14,-17,93.5877919815965,1
258,14,-13,52.06627626246529,1
241,9,-2,17.87695367608941,1
247,11,-4,93.77213858563258,1
234,8,-9,48.59732314007897,1
198,-1,-13,8.111323064493297,2
168,-14,-9,53.34846171125344,1
167,-14,-10,81.87546899252276,2
174,-12,-3,88.71807174565615,1
188,-5,-3,42.722494359932696,1
214,3,-7,27.21559805189026,2
268,18,-17,70.57754386644736,1
287,22,-15,9.336450814034315,2
296,24,-21,28.297228053081188,2
181,-8,-13,87.16494636996028,2
203,0,-4,21.056508835346673,1
183,-7,-13,93.2354883240138,1
192,-3,-8,74.47076762897733,2
202,0,-7,85.97163568335345,1
186,-6,-11,41.515884683709245,1
