105,-46,38,9.014922115822028,1
106,-46,39,65.83312189944881,1
107,-46,41,18.829873205540256,1
122,-41,45,6.470682308477364,1
127,-38,42,86.0970673467046,1
133,-35,47,14.735701329279827,1
134,-34,30,13.401309626271418,1
136,-32,36,66.3895513328952,2
137,-31,24,95.17343254423923,1
139,-31,34,27.436372528784045,2
140,-30,33,25.175813932343367,2
141,-30,41,12.305527745078482,1
148,-28,32,32.89102677722896,1
149,-28,41,90.60874040115887,1
147,-28,46,35.59230219562466,1
151,-27,45,0.6874571570944069,1
156,-24,47,24.254930126543865,1
160,-22,38,91.74919319769735,1
161,-21,43,66.33288711620342,2
165,-18,38,37.321471349273224,1
166,-17,39,53.259475422930144,2
169,-15,40,11.796142355594654,1
170,-14,42,62.14526535721833,2
171,-13,35,82.87208967630697,1
173,-11,13,53.64632033288069,1
174,-11,26,46.68664471860159,1
175,-11,31,54.59349011736898,1
178,-10,10,81.16404347812184,1
181,-9,34,24.143929549417663,1
182,-9,44,31.899442958681593,1
183,-9,47,92.11478756911654,1
186,-8,44,73.95620059741071,1
190,-7,30,3.00042388898605,1
193,-6,28,19.60516187654158,1
195,-4,30,66.50525878972184,2
196,-3,26,91.9338297819075,1
197,-2,30,1.5030319673543804,1
198,-1,38,32.02965105666811,2
199,-1,42,68.67030390634534,2
202,0,34,35.836579449047754,1
203,0,43,3.336842909115348,2
381,1,38,68.29242023939244,1
384,7,38,96.99070971242769,1
389,10,24,78.32385042115342,1
349,13,22,24.226650790874373,1
351,14,28,52.54477127017743,2
310,27,33,22.075919511439423,1
317,29,30,60.06715018849071,1
329,34,43,57.15140809000537,1
333,38,45,71.66945679032355,2
334,39,44,22.058368924099785,1
