153,-23,-3,72.52819706070008,2
149,-24,-6,53.36952195691828,1
145,-26,-19,66.81058058806057,1
134,-30,-21,27.127269417788202,1
86,-41,-19,47.26110576491433,2
110,-36,-12,4.187241260256272,1
144,-27,9,81.47975136512359,2
91,-40,16,58.60439407420046,1
169,-14,10,74.14494160840917,1
147,-26,9,53.11875813175551,1
141,-28,9,54.93330240725067,1
126,-32,0,99.17940034459913,1
90,-40,-8,16.47497929857805,2
83,-42,-10,92.11067010883365,1
64,-46,-8,71.33784851201278,2
12,-60,-15,58.378701820108574,2
9,-61,-16,45.06579223944716,2
49,-49,-7,29.353860975747494,1
65,-46,-7,74.86350523510137,1
87,-41,-1,88.40164505153506,2
88,-41,15,21.245646606469233,1
155,-22,6,30.50619281504171,1
154,-23,9,56.44060558332286,1
131,-31,5,31.152782621832113,1
135,-30,4,95.86491615827413,1
159,-18,-9,76.94860531266525,1
