263,16,0,72.15078621389442,1
276,19,7,6.901372121904065,1
219,4,21,1.6593533342611315,2
194,-3,16,87.12065067900511,1
204,0,25,19.264396115425626,1
246,10,30,41.02235584463603,1
270,18,27,92.58034792033143,2
235,8,8,10.647377155584268,2
250,12,11,26.076375129368312,1
248,11,12,17.586349955577145,1
220,4,25,58.747055146659555,1
210,2,23,18.69444729354193,1
264,16,5,78.31309698363661,2
281,20,9,98.18491682971242,2
254,13,28,13.707508212232723,1
251,12,29,57.81699315964019,1
253,13,20,7.31502819079255,1
