93,-1,-5,21.933769079485312,1
84,-23,-5,55.8074873291338,3
63,-40,-18,4.012395933390554,3
64,-39,-18,93.66904047002718,3
68,-33,-17,60.88218987962813,3
79,-16,-24,73.51421673611163,1
78,-16,-25,92.62906686803039,4
88,-12,-9,32.0936873388107,2
90,-10,-7,99.46795795611798,2
62,-41,-16,56.260811627734434,4
56,-26,-29,96.54615206501076,2
72,-19,-22,61.279818321321265,2
96,-8,-23,95.78924979542629,2
99,-5,-29,96.88036799537359,1
45,-30,-36,80.96557831271909,1
40,-31,-36,2.589526249979097,3
13,-42,-38,84.95523076030085,2
9,-43,-37,69.19743858260709,1
22,-39,-35,80.86807438754596,4
200,0,-12,33.83275299087687,2
76,-18,-32,76.24122940200482,2
51,-28,-29,36.47611870494727,3
23,-39,-26,30.11923788901591,2
61,-41,-23,82.61848796040005,3
29,-36,-30,63.06972173893002,3
69,-30,-22,93.4980569689215,2
66,-35,-17,25.764281235517632,1
80,-38,-3,21.918099664817365,1
70,-26,-14,6.542379162535948,1
71,-23,-15,30.561709794333147,4
98,-6,-22,41.51384911678718,1
101,0,-29,76.73900702563165,1
58,-25,-36,22.915322795882567,1
39,-31,-40,78.96828440878043,2
35,-33,-42,8.658432059548394,1
24,-38,-45,29.084248057693255,1
20,-39,-44,66.89430332919885,4
1,-46,-39,91.1455250598079,3
7,-44,-37,88.12678612158473,3
21,-39,-43,87.82644983876607,2
6,-44,-45,98.24403906471049,3
4,-45,-43,12.968211916682057,4
17,-41,-37,89.19662008844745,2
77,-16,-45,96.76351402934725,3
74,-20,-43,47.92528660847997,3
19,-40,-25,52.40592477234664,3
92,-7,-1,32.23251703507291,3
81,-30,-6,86.04232553149396,1
89,-12,-8,97.48883998432711,3
83,-24,-12,21.91605437005469,4
41,-31,-27,64.39236068005711,1
32,-34,-33,47.553051968027184,2
28,-36,-34,93.85226422647482,2
0,-46,-43,47.29736991920405,3
2,-45,-45,94.41655170747308,3
12,-42,-46,51.93848014016062,1
42,-30,-44,32.592336816660385,2
53,-26,-42,33.393210274548494,4
97,-6,-44,57.273729963364794,1
73,-20,-46,64.30853558663289,3
94,-10,-39,61.8106322984136,3
91,-7,-8,44.363165421761465,4
